bv_id,title,message,time,like,uid,name,sex,level,vip
BV1sL4y177sC,谈恋爱？不如做数学题,现实生活会很多欺骗 只有数学永远不会欺骗你 不会就是不会,2022-03-25 12:43:17,100526,124483884,哑巴七_,保密,6,年度大会员
BV1sL4y177sC,谈恋爱？不如做数学题,长了一张数理化很好的脸,2022-03-25 16:55:42,106654,390160195,香槟色的咖喱好吃吗,女,5,年度大会员
BV1sL4y177sC,谈恋爱？不如做数学题,最后七十多天好好学数学[干杯],2022-03-25 12:20:49,51681,291393837,白饭RICE,男,4,
BV1sL4y177sC,谈恋爱？不如做数学题,Robin Gan，华盛顿大学计算机&amp;数学专业，Tiktok几百万粉丝……这首歌简直了，他其他作品也很带劲,2022-03-26 13:13:26,68368,326559788,MiniParticles,保密,4,年度大会员
BV1sL4y177sC,谈恋爱？不如做数学题,"问：人被逼急了什么事都做得出来吗？
答：数学题恐怕不行[热词系列_知识增加]",2022-03-26 12:02:16,34600,1893426211,bili_44581302878,保密,3,
BV1sL4y177sC,谈恋爱？不如做数学题,醒醒！你的数学成绩比你数学老师都年轻[doge],2022-03-26 15:49:32,36629,35239797,是热忱不是乐宸,男,5,
BV1sL4y177sC,谈恋爱？不如做数学题,有没有这样一种可能，屏幕前的你既没对象，数学还不好[doge][doge],2022-03-25 19:04:03,37213,628053985,风筝在云边搁浅,男,3,
BV1sL4y177sC,谈恋爱？不如做数学题,智者不入爱河，建设美丽中国,2022-03-25 12:35:11,41097,444382370,百珈蓝,保密,4,
BV1sL4y177sC,谈恋爱？不如做数学题,人家会数学会唱歌还有钱有美好的未来，你只能在被窝里刷视频。,2022-03-26 01:07:58,19620,36626538,GAlgame猎奇の爱人,女,6,
BV1sL4y177sC,谈恋爱？不如做数学题,"说实话,做数学题是真的爽[藏狐][藏狐],前提是没时间限制",2022-03-26 16:15:32,11601,175507242,Re灬龙尾,男,5,大会员
BV1sL4y177sC,谈恋爱？不如做数学题,好久没有和大家分享歌了，这次和大家分享一首我们中国留学生写的一首歌《rather do my math》[Cat2_CatAMail]，觉得视频有意思的小伙伴可以给视频点个赞啊[Cat_hightouch],2022-03-25 12:32:53,15365,382189062,Youtube中文字幕组,保密,6,年度大会员
BV1sL4y177sC,谈恋爱？不如做数学题,"“这题怎么做”
“很简单啊，就是这样……”
 
“这题怎么做呢”
“这么简单的题都不会”",2022-03-25 12:27:36,11985,49554355,超级可爱qwqzz,保密,5,
BV1sL4y177sC,谈恋爱？不如做数学题,甚至想在说唱新世代看到他[doge],2022-03-26 13:36:10,7842,17374990,张水日,保密,5,年度大会员
BV1sL4y177sC,谈恋爱？不如做数学题,网易云和Q音都有了！歌名《rather do my MATH》顶我上去！！！！！[热词系列_吹爆],2022-03-26 17:52:39,4918,367965217,RAY-渊,女,4,
BV1sL4y177sC,谈恋爱？不如做数学题,正在和女生聊天的我确实觉得，高数比女人简单,2022-03-25 23:35:14,3619,496715622,十里长街夜无眠,保密,3,
BV1sL4y177sC,谈恋爱？不如做数学题,喜欢数学的原因：付出就会有收获，努力了就会有结果，收获与付出成正比,2022-03-25 22:48:00,4054,353283851,看到我请叫我去学习啊啊,男,5,年度大会员
BV1sL4y177sC,谈恋爱？不如做数学题,建议把标题改成《谈恋爱？不如做数学题》,2022-03-26 14:26:21,2578,1010032149,临怀i,保密,3,
BV1sL4y177sC,谈恋爱？不如做数学题,我居然觉得好听[doge],2022-03-25 12:30:05,5021,523654618,鸭鸭捏,女,2,
BV1sL4y177sC,谈恋爱？不如做数学题,有没有可能 我是说可能，拍摄者是女朋友[doge],2022-03-26 12:22:44,2110,295659770,甘肃马贩子,保密,5,
BV1sL4y177sC,谈恋爱？不如做数学题,女人只会影响我做题的速度[傲娇][傲娇],2022-03-25 12:19:03,2826,521523918,啊稽优,保密,5,
BV1sL4y177sC,谈恋爱？不如做数学题,有一说一 我觉得做高数题比谈恋爱 简单多了。[doge],2022-03-25 22:02:41,1860,420723527,大聪明起名困难户,保密,4,大会员
BV1sL4y177sC,谈恋爱？不如做数学题,"数学老师曾对我说
这个年纪
有喜欢的人很正常
但是
最好藏在心底
不要太高调
如果
你想起她
就做一道数学题
等毕业时
把做满数学题的本子
放在她面前
告诉他
你有多喜欢她
不信她不感动
这个主意真的很好
当我做到第二题的时候
我就不喜欢她了[doge]",2022-04-03 21:27:14,1168,493973304,林峰国,保密,4,
