bv_id,title,message,time,like,uid,name,sex,level,vip
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,这俩指定有什么副业[微笑],2022-03-15 22:51:06,19844,104477860,铮铎狰狞,保密,6,年度大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,。。。除了太短，别的都好，下次别这么短了[doge],2022-03-15 22:42:04,25927,114933468,一片青山千古秀,男,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,这两个是杀手吧，一曲肝肠断。,2022-03-16 12:40:20,12514,29510215,爱吃花椒的章鱼酱,保密,6,年度大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,我居然能再听到这首!丢了好多年了，当年用破烂mp3插着小SD卡听的音乐，因为显示屏坏了但是还能用所以我一直不知道我听的歌名，但是旋律非常非常熟悉了。如今三张sd卡好像没一张还在了。能再次听到这首曲子我真的好开心,2022-03-16 17:57:23,2013,175297484,RobinAurora,保密,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,王牌战逝。。已经没了。,2022-03-16 12:48:19,5515,1974860611,你那无所谓的徒弟,男,3,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,是Boulevard Of Broken Dreams！神之曲！,2022-03-15 22:44:22,2599,11881275,久远深邃星空,男,6,年度大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,【Green Day】青葱岁月[doge],2022-03-16 18:36:42,1189,471609116,班主任是吾儿,保密,3,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,生活不易，杀手卖艺[嗑瓜子][嗑瓜子][嗑瓜子],2022-03-16 11:33:21,1283,302524982,家里的一坨腐肉,男,5,年度大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,不知道有没有弔人点那种刁钻到只有几个人听的冷门歌曲[妙啊],2022-03-16 18:43:23,468,429863906,S-P-S-至尊之矛,保密,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,原来是你[热词系列_知识增加],2022-03-15 22:44:53,314,450439011,杜塞道夫德,男,4,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,哦鳕鱼那个段子原曲就是这个呀,2022-03-15 22:46:50,129,88080338,漂流三峡,男,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,杀人魔唱歌是吧,2022-03-15 22:39:32,103,379247261,Trillioner,女,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,这钢琴真是把 i walk alone的那种感觉弹出来了,2022-03-16 14:11:51,96,171218217,君君不是懒狗,男,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,codfish,2022-03-16 11:29:56,45,22192339,-纠结伦-0118,保密,5,大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,wwe，送葬者和hhh[doge],2022-03-16 18:33:23,22,16634307,我貌似鬼上身了,男,4,年度大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,这个人不是那个瑞克和莫蒂的姐姐的配音演员,2022-03-16 18:38:55,11,1098508561,小柏院长,保密,2,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,万人血书求求原神璃月BGM（1/10000）[大哭],2022-03-16 18:38:32,37,1415420623,沃茨机硕德,保密,4,大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,我靠我歌单前不久还在循环,2022-03-16 18:39:28,6,229277502,和阿修罗私奔的帝释天,保密,5,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,居然是萝卜吗？！,2022-03-16 17:53:42,2,47708824,米库zzZ,男,6,
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,"国外连麦，雅俗共赏
国内连麦，给我点点关注！",2022-03-26 17:21:43,24,167345548,朝烟a,男,5,年度大会员
BV1Yb4y1s7Rv,【随机演奏】任意连麦 让网友点歌 #4,这版是我听过纯音乐最好听的版本了，如果有音频就好了[酸了],2022-03-26 20:51:50,20,7533639,猫少卿DD,男,6,年度大会员
