bv_id,title,message,time,like,uid,name,sex,level,vip
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,"小姐姐
调整前：[撇嘴]
调整后：[哦呼]",2022-03-29 15:03:53,12364,161716676,异类II,男,5,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,这个练习相当有用，可以连接声区加上消除吞咽肌肉紧张[点赞]注意的点是发声要扁，不能硬顶，不能突然用力,2022-03-29 15:16:36,6114,38934425,橘雾起一大坨,男,5,年度大会员
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,观看的同时我也伸出舌头，发出了猛虎的咆哮，狮子的怒吼，公鸭的尖叫，和老妈打开房门询问的：“你没事吧？”,2022-03-31 00:18:49,3669,628568602,小小雨想要打游戏,保密,4,年度大会员
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,"调整前：[呆][呆][呆]
调整后：[OK][OK][OK]",2022-03-29 15:15:41,2568,88272811,正湙OVO,男,4,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,就简单问问是只有我一个人学废了吗[辣眼睛],2022-03-29 15:15:05,953,23771483,JongJongKey,保密,5,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,骗人！她本来就会！一定是这样的[大哭],2022-03-29 15:03:29,726,15003238,尘一三,保密,6,年度大会员
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,某位百灵鸟伸出了ta的👅，安安安安安安安……[OK]，打开全民K歌，选择歌曲《说散就散》……🎤[抓狂]说不上爱就别说谎💀💀💀💀~~～～退出全民K歌……[捂脸],2022-03-31 23:16:33,584,111133145,我的梦想是吃软饭,保密,5,年度大会员
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,哈哈哈哈小姐姐惊讶的嗷呜好可爱,2022-03-29 15:00:06,472,78671603,--起云--,保密,5,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,眼睛会了，嗓子还不会[哦呼],2022-03-29 15:14:19,110,1309470945,秒懂学姐,保密,4,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,我感觉我天生就会这个耶，是混声吗,2022-03-29 20:38:22,79,7417060,夜雨初积,女,5,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,弹幕里看舌苔的笑死我了[呲牙],2022-03-29 23:58:33,70,482658164,滨海大厦看日落,保密,4,
BV1wu411i7Su,同学们，你们今天的作业是把这一句唱好~,压力给到了陈慧敏[doge],2022-04-02 19:15:34,61,352462373,Leader_x,女,4,
